osd,source_name,sample_name,organism,material_type,measurement_types,technology_types,device_platforms,data_files
OSD-102,RR1_FLT_M25,Mmus_C57-6J_KDN_FLT_Rep3_M25,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M25-KDN.tar.gz | GLDS-102_wgbs_M25-KDN-wgbs.tar.gz | GLDS-102_wtbs_N51_ACAGTG_L006_R1_001.fastq.gz
OSD-102,RR1_FLT_M26,Mmus_C57-6J_KDN_FLT_Rep4_M26,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M26-KDN.tar.gz | GLDS-102_wgbs_M26-KDN-wgbs.tar.gz | GLDS-102_wtbs_N52_GCCAAT_L006_R1_001.fastq.gz
OSD-102,RR1_FLT_M27,Mmus_C57-6J_KDN_FLT_Rep5_M27,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M27-KDN.tar.gz | GLDS-102_wgbs_M27-KDN-wgbs.tar.gz | GLDS-102_wtbs_N53_ACTTGA_L006_R1_001.fastq.gz
OSD-102,RR1_FLT_M28,Mmus_C57-6J_KDN_FLT_Rep6_M28,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M28-KDN.tar.gz | GLDS-102_wgbs_M28-KDN-wgbs.tar.gz | GLDS-102_wtbs_N54_GATCAG_L006_R1_001.fastq.gz
OSD-102,RR1_GC_M33,Mmus_C57-6J_KDN_GC_Rep1_M33,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M33-KDN.tar.gz | GLDS-102_wgbs_M33-KDN-wgbs.tar.gz | GLDS-102_wtbs_N55_TAGCTT_L006_R1_001.fastq.gz
OSD-102,RR1_GC_M34,Mmus_C57-6J_KDN_GC_Rep2_M34,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M34-KDN.tar.gz | GLDS-102_wgbs_M34-KDN-wgbs.tar.gz | GLDS-102_wtbs_N56_CTTGTA_L006_R1_001.fastq.gz
OSD-102,RR1_GC_M35,Mmus_C57-6J_KDN_GC_Rep3_M35,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M35-KDN.tar.gz | GLDS-102_wgbs_M35-KDN-wgbs.tar.gz | GLDS-102_wtbs_N57_CGATGT_L007_R1_001.fastq.gz
OSD-102,RR1_GC_M36,Mmus_C57-6J_KDN_GC_Rep4_M36,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M36-KDN.tar.gz | GLDS-102_wgbs_M36-KDN-wgbs.tar.gz | GLDS-102_wtbs_N58_TGACCA_L007_R1_001.fastq.gz
OSD-102,RR1_GC_M37,Mmus_C57-6J_KDN_GC_Rep5_M37,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M37-KDN.tar.gz | GLDS-102_wgbs_M37-KDN-wgbs.tar.gz | GLDS-102_wtbs_N59_GCCAAT_L007_R1_001.fastq.gz
OSD-102,RR1_GC_M38,Mmus_C57-6J_KDN_GC_Rep6_M38,Mus musculus,Left kidney,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-102_rna-seq_M38-KDN.tar.gz | GLDS-102_wgbs_M38-KDN-wgbs.tar.gz | GLDS-102_wtbs_N60_CTTGTA_L007_R1_001.fastq.gz
OSD-102,Pool of all FLT samples,Pool of all FLT samples,Not Applicable,Not Applicable,Protein Expression Profiling,Mass Spectrometry,LTQ Orbitrap Fusion (Thermo Scientific),
OSD-102,Pool of all GC samples,Pool of all GC samples,Not Applicable,Not Applicable,Protein Expression Profiling,Mass Spectrometry,LTQ Orbitrap Fusion (Thermo Scientific),
OSD-102,Pool of all FLT and GC samples,Pool of all FLT and GC samples,Not Applicable,Not Applicable,Protein Expression Profiling,Mass Spectrometry,LTQ Orbitrap Fusion (Thermo Scientific),
OSD-102,Empty Pool,Empty Pool,Not Applicable,Not Applicable,Protein Expression Profiling,Mass Spectrometry,LTQ Orbitrap Fusion (Thermo Scientific),
OSD-103,RR1_FLT_M23,Mmus_C57-6J_Quad_FLT_Rep1_M23,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M23-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M23-Quad.tar.gz | GLDS-103_wtbs_N13_ACTTGA_L007_R1_001.fastq.gz
OSD-103,RR1_FLT_M24,Mmus_C57-6J_Quad_FLT_Rep2_M24,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M24-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M24-Quad.tar.gz | GLDS-103_wtbs_N14_GATCAG_L007_R1_001.fastq.gz
OSD-103,RR1_FLT_M25,Mmus_C57-6J_Quad_FLT_Rep3_M25,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M25-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M25-Quad.tar.gz | GLDS-103_wtbs_N15_TAGCTT_L007_R1_001.fastq.gz
OSD-103,RR1_FLT_M26,Mmus_C57-6J_Quad_FLT_Rep4_M26,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M26-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M26-Quad.tar.gz | GLDS-103_wtbs_N16_CTTGTA_L007_R1_001.fastq.gz
OSD-103,RR1_FLT_M27,Mmus_C57-6J_Quad_FLT_Rep5_M27,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M27-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M27-Quad.tar.gz | GLDS-103_wtbs_N17_CGATGT_L002_R1_001.fastq.gz
OSD-103,RR1_FLT_M28,Mmus_C57-6J_Quad_FLT_Rep6_M28,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M28-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M28-Quad.tar.gz | GLDS-103_wtbs_N18_TGACCA_L002_R1_001.fastq.gz
OSD-103,RR1_GC_M33,Mmus_C57-6J_Quad_GC_Rep1_M33,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M33-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M33-Quad.tar.gz | GLDS-103_wtbs_N19_ACAGTG_L002_R1_001.fastq.gz
OSD-103,RR1_GC_M34,Mmus_C57-6J_Quad_GC_Rep2_M34,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M34-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M34-Quad.tar.gz | GLDS-103_wtbs_N20_GCCAAT_L002_R1_001.fastq.gz
OSD-103,RR1_GC_M35,Mmus_C57-6J_Quad_GC_Rep3_M35,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M35-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M35-Quad.tar.gz | GLDS-103_wtbs_N21_ACTTGA_L002_R1_001.fastq.gz
OSD-103,RR1_GC_M36,Mmus_C57-6J_Quad_GC_Rep4_M36,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M36-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M36-Quad.tar.gz | GLDS-103_wtbs_N22_GATCAG_L002_R1_001.fastq.gz
OSD-103,RR1_GC_M37,Mmus_C57-6J_Quad_GC_Rep5_M37,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M37-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M37-Quad.tar.gz | GLDS-103_wtbs_N23_TAGCTT_L002_R1_001.fastq.gz
OSD-103,RR1_GC_M38,Mmus_C57-6J_Quad_GC_Rep6_M38,Mus musculus,Left quadriceps femoris,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,Illumina | Illumina HiSeq 4000 | LTQ Orbitrap Fusion (Thermo Scientific),GLDS-103_wgbs_M38-QUAD-wgbs.tar.gz | GLDS-103_rna-seq_M38-Quad.tar.gz | GLDS-103_wtbs_N24_CTTGTA_L002_R1_001.fastq.gz
OSD-103,Pool of all FLT samples,Pool of all FLT samples,Mus musculus,Left quadriceps femoris,Protein Expression Profiling,Mass Spectrometry,LTQ Orbitrap Fusion (Thermo Scientific),
OSD-103,Pool of all GC samples,Pool of all GC samples,Mus musculus,Left quadriceps femoris,Protein Expression Profiling,Mass Spectrometry,LTQ Orbitrap Fusion (Thermo Scientific),
OSD-103,Pool of all FLT and GC samples,Pool of all FLT and GC samples,Mus musculus,Left quadriceps femoris,Protein Expression Profiling,Mass Spectrometry,LTQ Orbitrap Fusion (Thermo Scientific),
OSD-103,Empty Pool,Empty Pool,Not Applicable,Not Applicable,Protein Expression Profiling,Mass Spectrometry,LTQ Orbitrap Fusion (Thermo Scientific),
OSD-104,RR1_GC_M33,Mmus_C57-6J_SLS_GC_Rep1_M33,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M33-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M33-SLS.tar.gz
OSD-104,RR1_GC_M34,Mmus_C57-6J_SLS_GC_Rep2_M34,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M34-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M34-SLS.tar.gz
OSD-104,RR1_GC_M35,Mmus_C57-6J_SLS_GC_Rep3_M35,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M35-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M35-SLS.tar.gz
OSD-104,RR1_GC_M36,Mmus_C57-6J_SLS_GC_Rep4_M36,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M36-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M36-SLS.tar.gz
OSD-104,RR1_GC_M37,Mmus_C57-6J_SLS_GC_Rep5_M37,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M37-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M37-SLS.tar.gz
OSD-104,RR1_GC_M38,Mmus_C57-6J_SLS_GC_Rep6_M38,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M38-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M38-SLS.tar.gz
OSD-104,RR1_FLT_M23,Mmus_C57-6J_SLS_FLT_Rep1_M23,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M23-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M23-SLS.tar.gz
OSD-104,RR1_FLT_M24,Mmus_C57-6J_SLS_FLT_Rep2_M24,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M24-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M24-SLS.tar.gz
OSD-104,RR1_FLT_M25,Mmus_C57-6J_SLS_FLT_Rep3_M25,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M25-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M25-SLS.tar.gz
OSD-104,RR1_FLT_M26,Mmus_C57-6J_SLS_FLT_Rep4_M26,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M26-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M26-SLS.tar.gz
OSD-104,RR1_FLT_M27,Mmus_C57-6J_SLS_FLT_Rep5_M27,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M27-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M27-SLS.tar.gz
OSD-104,RR1_FLT_M28,Mmus_C57-6J_SLS_FLT_Rep6_M28,Mus musculus,Soleus-both sides,Dna Methylation Profiling | RNA-Seq,Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing,Illumina,GLDS-104_wgbs_M28-SLS-wgbs.tar.gz | GLDS-104_rna-seq_M28-SLS.tar.gz
OSD-105,RR1_GC_M33,Mmus_C57-6J_TA_GC_Rep1_M33,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N31_TAGCTT_L003_R1_001.fastq.gz | GLDS-105_rna-seq_M33-TA.tar.gz | GLDS-105_wgbs_M33-TA-wgbs.tar.gz
OSD-105,RR1_GC_M34,Mmus_C57-6J_TA_GC_Rep2_M34,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N32_CTTGTA_L003_R1_001.fastq.gz | GLDS-105_rna-seq_M34-TA.tar.gz | GLDS-105_wgbs_M34-TA-wgbs.tar.gz
OSD-105,RR1_GC_M35,Mmus_C57-6J_TA_GC_Rep3_M35,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N33_CGATGT_L004_R1_001.fastq.gz | GLDS-105_rna-seq_M35-TA.tar.gz | GLDS-105_wgbs_M35-TA-wgbs.tar.gz
OSD-105,RR1_GC_M36,Mmus_C57-6J_TA_GC_Rep4_M36,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N34_TGACCA_L004_R1_001.fastq.gz | GLDS-105_rna-seq_M36-TA.tar.gz | GLDS-105_wgbs_M36-TA-wgbs.tar.gz
OSD-105,RR1_GC_M37,Mmus_C57-6J_TA_GC_Rep5_M37,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N35_ACAGTG_L004_R1_001.fastq.gz | GLDS-105_rna-seq_M37-TA.tar.gz | GLDS-105_wgbs_M37-TA-wgbs.tar.gz
OSD-105,RR1_GC_M38,Mmus_C57-6J_TA_GC_Rep6_M38,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N36_GCCAAT_L004_R1_001.fastq.gz | GLDS-105_rna-seq_M38-TA.tar.gz | GLDS-105_wgbs_M38-TA-wgbs.tar.gz
OSD-105,RR1_FLT_M23,Mmus_C57-6J_TA_FLT_Rep1_M23,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N25_CGATGT_L003_R1_001.fastq.gz | GLDS-105_rna-seq_M23-TA.tar.gz | GLDS-105_wgbs_M23-TA-wgbs.tar.gz
OSD-105,RR1_FLT_M24,Mmus_C57-6J_TA_FLT_Rep2_M24,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N26_TGACCA_L003_R1_001.fastq.gz | GLDS-105_rna-seq_M24-TA.tar.gz | GLDS-105_wgbs_M24-TA-wgbs.tar.gz
OSD-105,RR1_FLT_M25,Mmus_C57-6J_TA_FLT_Rep3_M25,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N27_ACAGTG_L003_R1_001.fastq.gz | GLDS-105_rna-seq_M25-TA.tar.gz | GLDS-105_wgbs_M25-TA-wgbs.tar.gz
OSD-105,RR1_FLT_M26,Mmus_C57-6J_TA_FLT_Rep4_M26,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N28_GCCAAT_L003_R1_001.fastq.gz | GLDS-105_rna-seq_M26-TA.tar.gz | GLDS-105_wgbs_M26-TA-wgbs.tar.gz
OSD-105,RR1_FLT_M27,Mmus_C57-6J_TA_FLT_Rep5_M27,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N29_ACTTGA_L003_R1_001.fastq.gz | GLDS-105_rna-seq_M27-TA.tar.gz | GLDS-105_wgbs_M27-TA-wgbs.tar.gz
OSD-105,RR1_FLT_M28,Mmus_C57-6J_TA_FLT_Rep6_M28,Mus musculus,Left tibialis anterior,Dna Methylation Profiling | Protein Expression Profiling | RNA-Seq | Rna Methylation Profiling,Mass Spectrometry | Rna Sequencing (Rna Seq) | Whole Genome Bisulfite Sequencing | Whole Transcriptome Bisulfite Sequencing,illumina | ltq-orbitrap-fusion,GLDS-105_wtbs_N30_GATCAG_L003_R1_001.fastq.gz | GLDS-105_rna-seq_M28-TA.tar.gz | GLDS-105_wgbs_M28-TA-wgbs.tar.gz
OSD-105,Pool of all FLT samples,Pool of all FLT samples,Mus musculus,Left tibialis anterior,Protein Expression Profiling,Mass Spectrometry,ltq-orbitrap-fusion,
OSD-105,Pool of all GC samples,Pool of all GC samples,Mus musculus,Left tibialis anterior,Protein Expression Profiling,Mass Spectrometry,ltq-orbitrap-fusion,
OSD-105,Pool of all FLT and GC samples,Pool of all FLT and GC samples,Mus musculus,Left tibialis anterior,Protein Expression Profiling,Mass Spectrometry,ltq-orbitrap-fusion,
OSD-105,Empty Pool,Empty Pool,Not Applicable,Not Applicable,Protein Expression Profiling,Mass Spectrometry,ltq-orbitrap-fusion,
OSD-168,RR1_BSL_M4,Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep1_M4,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M4-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_BSL_M5,Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep2_M5,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M5-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_BSL_M7,Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep3_M7,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M7-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_BSL_M8,Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep4_M8,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M8-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_BSL_M10,Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep5_M10,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M10-LVR-RNA-ALQ2.tar.gz
OSD-168,RR1_BSL_M4,Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep1_M4,Mus musculus,Liver,RNA-Seq,Rna Sequencing (Rna Seq),illumina,GLDS-168_rna-seq_RR1-BSL-M4-LVR-RNA-ALQ3.tar.gz
